State,Beer,Wine,Spirits,Beer1,Wine1,Spirits1,Beer2,Wine2,Spirits2,Beer21,Wine21,Spirits21,Desc,Desc1
Iowa,1.42,0.18,0.72,1.42,0.18,0.72,1.42,0.18,0.72,1.42,0.18,0.72,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Kansas,1.18,0.14,0.67,1.18,0.14,0.67,1.18,0.14,0.67,1.18,0.14,0.67,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Kentucky,1.11,0.18,0.65,1.11,0.18,0.65,1.11,0.18,0.65,1.11,0.18,0.65,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Louisiana,1.5,0.28,0.85,1.5,0.28,0.85,1.5,0.28,0.85,1.5,0.28,0.85,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Maine,1.24,0.42,0.83,1.24,0.42,0.83,1.24,0.42,0.83,1.24,0.42,0.83,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Maryland,0.97,0.37,0.87,0.97,0.37,0.87,0.97,0.37,0.87,0.97,0.37,0.87,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Massachusetts,1.02,0.61,0.84,1.02,0.61,0.84,1.02,0.61,0.84,1.02,0.61,0.84,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Michigan,1.1,0.31,0.8,1.1,0.31,0.8,1.1,0.31,0.8,1.1,0.31,0.8,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Minnesota,1.19,0.37,1.04,1.19,0.37,1.04,1.19,0.37,1.04,1.19,0.37,1.04,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Mississippi,1.41,0.11,0.71,1.41,0.11,0.71,1.41,0.11,0.71,1.41,0.11,0.71,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Missouri,1.3,0.3,0.83,1.3,0.3,0.83,1.3,0.3,0.83,1.3,0.3,0.83,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Montana,1.66,0.45,0.88,1.66,0.45,0.88,1.66,0.45,0.88,1.66,0.45,0.88,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Nebraska,1.46,0.2,0.68,1.46,0.2,0.68,1.46,0.2,0.68,1.46,0.2,0.68,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Nevada,1.57,0.58,1.15,1.57,0.58,1.15,1.57,0.58,1.15,1.57,0.58,1.15,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
New Hampshire,1.72,0.84,1.82,1.72,0.84,1.82,1.72,0.84,1.82,1.72,0.84,1.82,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
New Jersey,0.92,0.57,0.87,0.92,0.57,0.87,0.92,0.57,0.87,0.92,0.57,0.87,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
New Mexico,1.37,0.32,0.74,1.37,0.32,0.74,1.37,0.32,0.74,1.37,0.32,0.74,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
New York,0.91,0.46,0.69,0.91,0.46,0.69,0.91,0.46,0.69,0.91,0.46,0.69,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
North Carolina,1.1,0.34,0.58,1.1,0.34,0.58,1.1,0.34,0.58,1.1,0.34,0.58,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
North Dakota,1.63,0.25,1.16,1.63,0.25,1.16,1.63,0.25,1.16,1.63,0.25,1.16,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Ohio,1.28,0.26,0.47,1.28,0.26,0.47,1.28,0.26,0.47,1.28,0.26,0.47,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Oklahoma,1.18,0.18,0.58,1.18,0.18,0.58,1.18,0.18,0.58,1.18,0.18,0.58,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Oregon,1.28,0.49,0.82,1.28,0.49,0.82,1.28,0.49,0.82,1.28,0.49,0.82,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Pennsylvania,1.35,0.23,0.61,1.35,0.23,0.61,1.35,0.23,0.61,1.35,0.23,0.61,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Rhode Island,1.1,0.53,0.92,1.1,0.53,0.92,1.1,0.53,0.92,1.1,0.53,0.92,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
South Carolina,1.36,0.24,0.77,1.36,0.24,0.77,1.36,0.24,0.77,1.36,0.24,0.77,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
South Dakota,1.53,0.22,0.88,1.53,0.22,0.88,1.53,0.22,0.88,1.53,0.22,0.88,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Tennessee,1.05,0.21,0.57,1.05,0.21,0.57,1.05,0.21,0.57,1.05,0.21,0.57,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Texas,1.42,0.28,0.58,1.42,0.28,0.58,1.42,0.28,0.58,1.42,0.28,0.58,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Utah,0.7,0.17,0.46,0.7,0.17,0.46,0.7,0.17,0.46,0.7,0.17,0.46,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Vermont,1.36,0.63,0.7,1.36,0.63,0.7,1.36,0.63,0.7,1.36,0.63,0.7,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Virginia,1.11,0.43,0.59,1.11,0.43,0.59,1.11,0.43,0.59,1.11,0.43,0.59,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Washington,1.09,0.51,0.74,1.09,0.51,0.74,1.09,0.51,0.74,1.09,0.51,0.74,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
West Virginia,1.24,0.1,0.45,1.24,0.1,0.45,1.24,0.1,0.45,1.24,0.1,0.45,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Wisconsin,1.49,0.31,1.16,1.49,0.31,1.16,1.49,0.31,1.16,1.49,0.31,1.16,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Wyoming,1.45,0.22,1.1,1.45,0.22,1.1,1.45,0.22,1.1,1.45,0.22,1.1,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Alabama,1.2,0.22,0.58,1.2,0.22,0.58,1.2,0.22,0.58,1.2,0.22,0.58,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Alaska,1.31,0.54,1.16,1.31,0.54,1.16,1.31,0.54,1.16,1.31,0.54,1.16,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Arizona,1.19,0.38,0.74,1.19,0.38,0.74,1.19,0.38,0.74,1.19,0.38,0.74,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Arkansas,1.07,0.17,0.6,1.07,0.17,0.6,1.07,0.17,0.6,1.07,0.17,0.6,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
California,1.05,0.55,0.73,1.05,0.55,0.73,1.05,0.55,0.73,1.05,0.55,0.73,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Colorado,1.22,0.46,1,1.22,0.46,1,1.22,0.46,1,1.22,0.46,1,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Connecticut,0.89,0.59,0.86,0.89,0.59,0.86,0.89,0.59,0.86,0.89,0.59,0.86,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Delaware,1.31,0.57,1.25,1.31,0.57,1.25,1.31,0.57,1.25,1.31,0.57,1.25,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
District of Columbia,1.26,1,1.64,1.26,1,1.64,1.26,1,1.64,1.26,1,1.64,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Florida,1.21,0.48,0.92,1.21,0.48,0.92,1.21,0.48,0.92,1.21,0.48,0.92,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Georgia,1.08,0.25,0.64,1.08,0.25,0.64,1.08,0.25,0.64,1.08,0.25,0.64,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Hawaii,1.3,0.53,0.75,1.3,0.53,0.75,1.3,0.53,0.75,1.3,0.53,0.75,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Idaho,1.05,0.92,0.7,1.05,0.92,0.7,1.05,0.92,0.7,1.05,0.92,0.7,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Illinois,1.22,0.39,0.73,1.22,0.39,0.73,1.22,0.39,0.73,1.22,0.39,0.73,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Indiana,1.09,0.25,0.73,1.09,0.25,0.73,1.09,0.25,0.73,1.09,0.25,0.73,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Iowa,1.42,0.18,0.72,1.42,0.18,0.72,1.42,0.18,0.72,1.42,0.18,0.72,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Kansas,1.18,0.14,0.67,1.18,0.14,0.67,1.18,0.14,0.67,1.18,0.14,0.67,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Kentucky,1.11,0.18,0.65,1.11,0.18,0.65,1.11,0.18,0.65,1.11,0.18,0.65,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Louisiana,1.5,0.28,0.85,1.5,0.28,0.85,1.5,0.28,0.85,1.5,0.28,0.85,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Maine,1.24,0.42,0.83,1.24,0.42,0.83,1.24,0.42,0.83,1.24,0.42,0.83,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Maryland,0.97,0.37,0.87,0.97,0.37,0.87,0.97,0.37,0.87,0.97,0.37,0.87,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Massachusetts,1.02,0.61,0.84,1.02,0.61,0.84,1.02,0.61,0.84,1.02,0.61,0.84,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Michigan,1.1,0.31,0.8,1.1,0.31,0.8,1.1,0.31,0.8,1.1,0.31,0.8,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Minnesota,1.19,0.37,1.04,1.19,0.37,1.04,1.19,0.37,1.04,1.19,0.37,1.04,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Mississippi,1.41,0.11,0.71,1.41,0.11,0.71,1.41,0.11,0.71,1.41,0.11,0.71,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Missouri,1.3,0.3,0.83,1.3,0.3,0.83,1.3,0.3,0.83,1.3,0.3,0.83,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Montana,1.66,0.45,0.88,1.66,0.45,0.88,1.66,0.45,0.88,1.66,0.45,0.88,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Nebraska,1.46,0.2,0.68,1.46,0.2,0.68,1.46,0.2,0.68,1.46,0.2,0.68,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
Nevada,1.57,0.58,1.15,1.57,0.58,1.15,1.57,0.58,1.15,1.57,0.58,1.15,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
New Hampshire,1.72,0.84,1.82,1.72,0.84,1.82,1.72,0.84,1.82,1.72,0.84,1.82,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf,asdfasdfadsfasdfasdfasdfasdasdfadsfasdfasdasdfadsfasdfadsfasdfadsfadsfadsasdfasdfasdfadsfadsfadfasdfasdf
